Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,Phone,Fax,AccountNumber,Website,Industry,AnnualRevenue,Employees
Penrite Oil,,,,,,,Australia,,,,,,(0)3 8710 6600,,,,Motoring,,
Penrith Panthers,Client,,Locked Bag 322,Penrith,NSW,2751,Australia,,,,,,02 4720 5510,,,www.penrithpanthers.com.au,NRL - National Rugby League,,
Penrith RSL Club,,,,,,,,,,,,,02 4728 5200,,,,Bars & Restaurants,,
Penrith Stadium,,,,,NSW,,Australia,,,,,,02 4730 4333,,,,Stadium,,
Penske Power Systems,,,,,,,Australia,,,,,,03 9049 3000,,,,Transport,,
Pentair Water Group,,,,,,,Australia,,,,,,,,,,,,
Pentax/C R Kennedy,,,,,,,,,,,,,,,,,,,
People Energy,,,,,,,Australia,,,,,,03 8692 5000,,,,Utilities,,
People's Choice Credit Union,,,,,,,Australia,,,,,,02 8299 9101,,,,Banks,,
Peoplecare (Health Insurance),,,,,,,Australia,,,,,,02) 4224 4333,,,,Insurance,,
Pepper Brand Managers,,,,,,,,,,,,,,,,,,,
Pepper Leaf,,,,,,,Australia,,,,,,,,,,Food & Drink,,
Pepper Money,,,,,,,,,,,,,1800 737 737,,,,,,
Pepper Money,,,,,,,Australia,,,,,,02 8913 3030,,,,Insurance,,
Peppercorn Food Company,,,,,,,,,,,,,02 9838 9962,,,,Food & Drink,,
Peppers Hotels and Resorts,,,,,,,,,,,,,07 5631 2500,,,,,,
Pepsico,,,,,,,,,,,,,299511799,,,,Food & Drink,,
Peregrine Corporation (OTR),,,,,,,Australia,,,,,,08 8333 9777,,,,,,
Perfect Potion,,,,,,,Australia,,,,,,07 3256 8500,,,,Beauty,,
Perfetti Van Melle,,,,,,,Australia,,,,,,,,,,Food & Drink,,
Perfume Connection,,,,,,,,,,,,,,,,,,,
Perisher Blue,,,,,,,,,,,,,6459 4529,,,,,,
Pernod Ricard,,,,,,,,,,,,,02 8874 8222,,,,,,
Pernod Ricard NZ (Stoneleigh),,,,,,,,,,,,,0011 64 9 336 8300,,,,Alcohol,,
Personalised Plates Queensland,,,,,,,Australia,,,,,,07 3333 3900,,,,Motoring,,
Perth Airport,,,,,,,,,,,,,08 9478 8888,,,,Airport,,
Perth Arena,,,,,,,,,,,,,863650730,,,,Local Attractions,,
Perth City Toyota,,,,,,,Australia,,,,,,,,,,Cars,,
Perth College,,,,,,,Australia,,,,,,,,,,Education,,
Perth Concert Hall,,,,,,,,,,,,,08 9265 0986,,,,Local Attractions,,
Perth Convention and Exhibition Centre,,,,,,,,,,,,,08 9338 0300,,,,Exhibitions & Centres,,
Perth Convention Bureau,,,,,,,Australia,,,,,,08 9218 2900,,,,Associations,,
Perth Festival,,,,,,,,,,,,,08 6488 2000,,,,Associations,,
Perth Glory,,,,,WA,,Australia,,,WA,,,,,,www.perthglory.com.au,FFA - Football Federation Australia,,
Perth Home Builders,,,,,,,,,,,,,(08) 9345 5060,,,,Builders,,
Perth Modern School,,,,,,,Australia,,,,,,893800555,,,,,,
Perth Motoplex,,,Kwinana Beach WA 6167,,,,Australia,,,,,,(08) 9419 6622,,,,Sporting Events,,
Perth North PHN,,,,,,,Australia,,,,,,(08) 6272 4900,,,,Medical,,
Perth Racing Club,,,,,,,,,,,,,08 9277 0777,,,,Local Attractions,,
Perth Royal Yacht Club,,,,,,,Australia,,,,,,08 9389 1555,,,,Sports Clubs,,
Perth South PHN,,,,,,,Australia,,,,,,(08) 6272 4900,,,,Medical,,
Perth Speedfest,,,,,,,Australia,,,,,,08 9382 1312,,,,Exhibitions & Centres,,
Perth Theatre Company,,,,,,,,,,,,,862129399,,,,Local Attractions,,
Perth Wild Cats / Perth Lynx,,,,,,,,,,,,,08 6272 0774,,,,Sports Clubs,,
Perth Zoo,,,,,,,,,,,,,08 9474 0444,,,,Local Attractions,,
Pestrol,,,,,,,Australia,,,,,,02 9016 4531,,,,,,
Pet City (QLD Store),,,,,,,Australia,,,,,,(07) 3349 2086,,,,Retail,,
Pet City WA,,,,Bentley,Perth,,Australia,,,,,,(08) 9258 9093,,,,,,
Pet Rescue,,,,,,,Australia,,,,,,,,,,,,
Pet Resort,,,,,,,,,,,,,02 9651 1747,,,,,,
Peta,,,,,,,,,,,,,08 8556 5828,,,,Unknown,,
Petbarn,,,,,,,,,,,,,02 8595 3333,,,,Pet Food,,
Petcircle.com.au (Millell Pty Ltd),,,,,,,Australia,,,,,,,,,,Pet Food,,
Peter Hackworth Group (Riverside and Eat Street Markets),,,,Brisbane,QLD,,Australia,,,,,,07 3870 2807,,,,Markets,,
Peter McInnes Australia,,,,,,,Australia,,,,,,02 4902 6500,,,,Retail,,
Peter Stevens Motorcycles,,,,,,,Australia,,,,,,03 83409495,,,,Cars,,
Peter Warren Group,,,,,,,,,,,,,02 9828 8888,,,,Cars,,
Peters Ice Cream,,,,,,,,,,,,,395657777,,,,Food & Drink,,
Peters of Kensington,,,,,,,Australia,,,,,,02) 9662 1433,,,,,,
Petite San Cerre,,,,,,,Australia,,,,,,03 8060 2483,,,,,,
Pets Eternal,,,,,,,,,,,,,1300 887 080,,,,Funeral Directors,,
PetStock,,,,,,,Australia,,,,,,03) 5335 5499,,,,Pet Food,,
Petsure,,,,,,,Australia,,,,,,298424800,,,,Insurance,,
Peugeot,,,,,,,,,,,,,02 8737 7900,,,,Cars,,
PFG,,,,,,,,,,,,,03 8353 3600,,,,,,
Pfizer,,,,,,,,,,,,,02 9850 3333,,,,Pharmaceuticals,,
PGA,Client,,,,,,Australia,,,,,,03 8320 1911,,,,Sports Clubs,,
Pharmacare Laboratories,,,,,,,,,,,,,02 9997 1466,,,http://pharmacare.com.au/,Pharmaceuticals,,
Pharmacy 777,,,,,,,,,,,,,08 9316 7811,,,,Retail,,
Pharmacy Select,,,,,,,Australia,,,,,,,,,,Chemists,,
PharmaSave,,,,,,,Australia,,,,,,03 9981 1200,,,,Chemists,,
Pharmore (chemists),,,,,,,,,,,,,(039) 542-6444,,,,,,
PHD Network,Agency,,,,,,,,,,,,02 8514 8515,,,,,,
Phil Gilbert Motor Group,,,,,,,,,,,,,02 9715 9888,,,,Cars,,
Phil Hothman Travel,,,,,,,Australia,,,,,,08 8350 5700,,,,,,
Philips,,,620 Lorong 1  Toa Payoh   TP2 Level 4,Singapore,,319762,Singapore,,,,,,02 9947 0000,,,,,,
Philips AVENT,,,,,,,,,,,,,02 9947 0000,,,,Household Products,,
Philips Swimming Pool and Ice Skating Canberra,,,,,,,,,,,,,,,,,,,
Phillip Island Nature Parks / Penguin Parade,,,,,VIC,,Australia,,,,,,03 5951 2800,,,,Local Attractions,,
Phoenix Holden,,,,,,,,,,,,,08 9409 9200,,,,,,
Phoenix Institute,,,,,,,Australia,,,,,,,,,,Education,,
Phonak,,,,,,,Australia,,,,,,1800809321,,,,,,
Phosphagenics,,,,,,,Australia,,,,,,0)3 9565 1119,,,,Pharmaceuticals,,
Photobox,,,,,,,Australia,,,,,,1300 957 380,,,,Websites,,
Physio On Brunswick,,,,,,,Australia,,,,,,,,,,,,
Piaggio,,,,,,,Australia,,,,,,,,,,,,
PIBT,,,,,,,Australia,,,,,,,,,,Education,,
PICA,,,,,,,Australia,,,,,,,,,,Local Attractions,,
Pick N Payless,,,,,,,,,,,,,,,,,,,
Pickles Car Auctions USE OTHER CARD,,,,,,,,,,,,,,,,,,,
PicNet,,,,,,,,,,,,,,,,,,,
Pie Face,,,,,,,,,,,,,02 9898 5888,,,,Fast Food,,
Pieroth Wines,,,,,,,Australia,,,,,,,,,,,,
Pig N Whistle Pub,,,,,,,,,,,,,07 3003 1593,,,,Bars & Restaurants,,
Pikos,,,,,,,Australia,,,,,,,,,,,,
Pillar Advertising International,Supplier,,,,,,,,,,,,0414 171008,,,,,,
Pillow talk,,,,,,,,,,,,,07 3248 4900,,,,Retail,,
Pilot Pen Australia,,,,,,,,,,,,,1300 325866,,,,Retail,,
Pindan Builders,,,,,,,,,,,,,08 9471 5300,,,,Builders,,
Pindara Private Hospital,,,,,,,Australia,,,,,,,,,,,,
Pink Diamond Financial Group,,,,,,,Australia,,,,,,02 8524 5700,,,,,,
Pinklilly,,,,,,,,,,,,,0412 64 64 64,,,,,,
Pinnacle Films,,,,,,,Australia,,,,,,07 5556 1888,,,,Film Distributors,,
Pinpoint Travel Group,,,,,,,Australia,,,,,,95568348,,,,Travel Agent,,
Pirelli Tyres Australia Pty Ltd,,,,,,,,,,,,,9988 6000,,,,,,
Pirtek,,,,,,,Australia,,,,,,,,,,Cars,,
Pitcher Partners,,,,,,,Australia,,,,,,,,,,Accountants,,
Pivotal Homes,,,,,,,Australia,,,,,,,,,,Builders,,
Pivotel (Think Mobile),,,,,,,Australia,,,,,,07 5630 3000,,,,Telecommunications,,
Pizza Hut Australia (Pizza Pan Group),,,,,,,Australia,,,,,,,,,,,,
PJ Burns Builders,,,,,,,,,,,,,07 5448 9900,,,,Builders,,
PJ Group,,,,,,,Australia,,,,,,07 3809 4800,,,,Builders,,
PK Simpson,,,,,,,Australia,,,,,,1300 757 467,,,,Lawyers,,
Place Projects,,,Level 1, 33 Lytton Road, East Brisbane, QLD, 4169,,,,,,,,,,(07) 3107 9223,,,,Real Estate,,
Places Victoria,,,,,,,,,,,,,(03) 8317 3400,,,,,,
Planet Ark,,,,,,,,,,,,,,,,,Household Products,,
Planet Organic,,,,,,,Australia,,,,,,07 5471 7788,,,,,,
Plantation Homes,,,,,,,,,,,,,07 3290 8888,,,,Retail,,
Plantman Equipment,,,,,,,Australia,,,,,,1300 857 820,,,,Cars,,
PLAY Communications,Activation Agency,,,,,,Australia,,,,,,,,,,,,
Playscape Creations,,,,,,,Australia,,,,,,,,,,College & School,,
Plega,,,,,,,,,,,,,,,,,,,
Plunkett Homes,,,,,,,,,,,,,08 9366 0000,,,,Builders,,
Plunkett Pharmaceuticals,,,,,,,Australia,,,,,,,,,,Pharmaceuticals,,
Plus Fitness,,,,,,,Australia,,,,,,02 4648 2099,,,,Gyms,,
Plus500,,,,,,,Australia,,,,,,,,,,Financial,,
Plush,,,,,,,,,,,,,03 9271 5833,,,,,,
PMA Communications,Agency,,,,,,,,,,,,289208222,,,,Ad Agency,,
PMG Media,,,,,,,Australia,,,,,,,,,,,,
Podravka International (vegeta),,,,,,,,,,,,,(02) 9531 0044,,,,,,
Pods Australia,,,,,,,Australia,,,,,,,,,,DIY & Hardware,,
Point Media,Agency,,,,,,,,,,,,,,,,,,
PointCorp,,,,,,,Australia,,,,,,1800 773 779,,,,Builders,,
Poka Dola Carpet Cleaners,,,,,,,,,,,,,(03) 9111 5619,,,,,,
Polaris Industries,,,,,,,Australia,,,,,,03 9394 5610,,,,Cars,,
Pole Divas,,,,,,,Australia,,,,,,,,,,Gyms,,
Police Association of NSW,,,,,,,Australia,,,,,,02 9265 6777,,,,Associations,,
Police Bank,,,,,,,Australia,,,,,,131 728,,,,Banks,,
Police Citizens Youth Clubs (PCYC),,,,,,,Australia,,,,,,,,,,Charities,,
Police Federation of Australia,,,,,,,Australia,,,,,,02 6239 8900,,,,Government,,
Police NSW,,,,,,,,,,,,,1800 222 122,,,,,,
Polished Brands,Agency,,,,,,,,,,,,(039) 645-2555,,,,,,
Polite Promotions,Supplier,,Studio 38  110 Bourke Rd,Alexandria,NSW,2015,,,,,,,0487 336236,,,,,,
Politix,,,,,,,,,,,,,03 9826 2922,,,,,,
Polkadot PR,,,,,,,,,,,,,,,,,,,
Pollack Consulting,,,,,,,Australia,,,,,,,,,,,,
Polytechnic West,,,,,,,,,,,,,08 92667 7500,,,,Education,,
Pool Werx,,,,,,,,,,,,,07 3173 7300,,,,,,
Pop 2 Storey,,,,,,,Australia,,,,,,893186009,,,,Builders,,
Popcorn X,Activation Agency,,,,,,Australia,,,,,,02 9922 1113,,,,,,
Poplot,,,,,,,Australia,,,,,,,,,,Real Estate,,
Poron Aust Pty Ltd (Mypolaris),,,,,,,,,,,,,02 9638 1222,,,,Motoring,,
Porsche Cars Australia,,,,,,,Australia,,,,,,03 9473 0911,,,,Cars,,
Porsche Centre Brisbane,,,,,,,Australia,,,,,,07 3248 9488,,,,Cars,,
Porsche Centre Sydney South,,,470 Gardeners Road,Alexandria,NSW,2015,,,,,,,02 9693 9000,,,,Cars,,
Port Adelaide Football Club,,,,,SA,,Australia,,,,,,08 8447 4044,,,www.portadelaidefc.com.au,AFL - Australian Football League,,
Port Fairy Folk Festival,,,,,,,,,,,,,03 5568 2227,,,,,,
Porter Davis Homes,,,,,,,,,,,,,03 8786 1200,,,,,,
Portmans,,,,,,,Australia,,,,,,394200200,,,,Retail,,
Portside Mitsubishi,,,1032 Port Road, Albert Park, Adelaide, SA 5014,,,,Australia,,,,,,(08) 8345 7400,,,,Cars,,
Positec,,,,,,,,,,,,,03 9760 2888,,,,DIY & Hardware,,
Posterscope,Agency,,28a Hickson Rd, Walsh Bay, Sydney, NSW 2000,,,,,,,,,,03 9693 6322,,,,,,
Posture Care Chair Company,,,270 Angas Street Adelaide SA 5000,,,,Australia,,,,,,08 8361 3344,,,,Furniture Sales,,
Potatoes SA,,,,,,,Australia,,,,,,,,,,,,
Pottery Barn,,,468 Oxford Street,Bondi Junction,NSW,2022,Australia,,,,,,02 8973 6100,,,,Retail,,
Poulter Installations,,,,,,,Australia,,,,,,,,,,Builders,,
powehouse,,,,,415439032.6,,,,,,,,,,,,,,
Power Direct,,,,,,,Australia,,,,,,1300 307 966,,,,,,
Powerlink QLD,,,,,,,Australia,,,,,,+61 7 3860 2111,,,,,,
Powershop,,,,,,,Australia,,,,,,1800 462 668,,,,Utilities,,
PPR,,,,,,,,,,,,,(07) 3309 4718,,,,Ad Agency,,
Prada,,,,,,,,,,,,,,,,,,,
Pradella Group,,,,,,,Australia,,,,,,07 3115 0300,,,,Builders,,
PRD Nationwide,,,,Brisbane,QLD,4000,Australia,,,,,,07 3229 3344,,,,Real Estate,,
Precious Cleaning Service,,,,,,,,,,,,,1300 866 055,,,,,,
Preferred Car Care,,,,,,,Australia,,,,,,,,,,,,
Pregancy, Babies,& Childrens Expo,,,,,,,Australia,,,,,,,,,,,,
Premier Blinds,,,,,,,Australia,,,,,,,,,,Blinds,,
Premier Cabs,,,,,,,Australia,,,,,,02) 8868 4200,,,,Car Hire,,
Premier Dance Academy,,,,,,,Australia,,,,,,,,,,Education,,
Premiere Events,,,,,,,Australia,,,,,,(08) 9445 9333,,,,,,
Premium Beat,,,,,,,,,,,,,,,,,,,
Premium Media,,,,,,,Australia,,,,,,,,,,,,
Premium Sport Tours,,,,,,,Australia,,,,,,03 9530 6555,,,,Travel Agent,,
Prescare,,,,,,,Australia,,,,,,07) 3223 4444,,,,,,
Preshafood,,,,,,,Australia,,,,,,+61 3 9394 1588,,,,Food & Drink,,
Prestige Jayco,,,,,,,Australia,,,,,,,,,,Caravan Sales,,
Prestige Smile,,,,,,,Australia,,,,,,03 9602 2322,,,,Beauty,,
Presto,,,,,,,Australia,,,,,,,,,,Television,,
Pretty Girl Fashions,,,,,,,,,,,,,,,,,,,
Preventive Dentistry,,,,,,,Australia,,,,,,02) 6162 0215,,,,,,
Prezzee,,,Geore St,Syd,,,Australia,,,,,,02 9093 2777,,,,Retail,,
Price and Speed,Supplier,,,,,,,,,,,,02 9666 6565,,,,,,
Price attack,,,,,,,,,,,,,07 3215 6000,,,,,,
Priceline,,,,,,,,,,,,,,,,,Chemists,,
pricepirate.com.au (ashtal pty ltd),,,,,,,,,,,,,,,,,,,
Pride of Australia,,,,,,,Australia,,,,,,,,,,,,
Primary Ethics,,,,,,,Australia,,,,,,02 8267 5745,,,,Charities,,
Primary Healthcare Ltd,,,,,,,Australia,,,,,,02) 9561 3300,,,,Medical,,
Prime Superfund,,,,,,,,,,,,,,,,,,,
Prime West Auburn Mega Mall,,,,,,,,,,,,,02 9748 6900,,,,Retail,,
Primesuper,,,,,,,Australia,,,,,,1800 675 839,,,,Superannuation,,
Primo BBQ Grills,,,,,,,Australia,,,,,,(075) 474-5691,,,,,,
Prince Alfred College,,,23 Dequetteville Terrace Kent Town, South Australia,,,,Australia,,,,,,08 8334 1200,,,,Education,,
Prince Charles Hospital Foundation,,,,,,,Australia,,,,,,07) 3139 4636,,,,Charities,,
Princess Cruises,Client,,,,,,,,,,,,1300 551 258,,,,Tourism,,
Princess Palm On The Beach,,,,,,,Australia,,,,,,07 5534 5455,,,,Hotels,,
Private Healthcare Australia,,,,,,,,,,,,,02) 6202 1000,,,,Insurance,,
Private Schools Directory,,,,,,,Australia,,,,,,07 5578 7776,,,,Websites,,
Private Schools Guide (Port Bimbi Publishing),,,,,,,Australia,,,,,,07 5646 5505,,,,Websites,,
PRO KENNEX BOARDERS,,,,,,,Australia,,,,,,02 9534 8200,,,,Sportswear,,
Pro Product Photography,,,,,,,Australia,,,,,,,,,,,,
Pro Water,,,,,,,,,,,,,02 9225 2900,,,,Services,,
Procal,,,,,,,Australia,,,,,,03 9930 8200,,,,Dairy,,
Procter & Gamble,,,Level 4 / 1 Innovation Rd,Macquartie Park,NSW,2113,Australia,,,,,,02 8864 5000,,,,,,
Product Management Group,,,,,,,Australia,,,,,,07 3855 9757,,,,Retail,,
Production Resource Group Pty Ltd,Supplier,,88 Nathan Rd,Dandenong South,VIC,3175,Australia,,,,,,03 8710 2532,,,,,,
Professionals,,,,,,,Australia,,,,,,,,,,,,
Progress Claim,,,,,,,Australia,,,,,,1300 252 463,,,,Builders,,
Progress Claim,,,,,,,Australia,,,,,,1300252463,,,,Electronics,,
Progressive insurance,,,,,,,,,,,,,,,,,Insurance,,
project 910,,,,,,,Australia,,,,,,398658906,,,,,,
Project Property Sales,,,,,,,,,,,,,07 3844 0800,,,,Real Estate,,
Promina,,,,,,,,,,,,,,,,,,,
Property Council of Australia,,,,,,,Australia,,,,,,,,,,,,
Property Solutions,,,,,,,,,,,,,,,,,Builders,,
Property Solutions Services Pty Ltd,,,,,,,,,,,,,(073) 011-9000,,,,,,
Prospa,,,,,,,Australia,,,,,,1300882867,,,,,,
Prospector,Supplier,,,,,,,,,,,,02 8456 3200,,,,,,
Prostate Cancer Foundation,,,,,,,,,,,,,,,,,,,
Protect A Bed,,,,,,,Australia,,,,,,03 9544 0723,,,,Household Products,,
Protein Supplies Australia,,,,,,,,,,,,,07 3890 5225,,,,Retail,,
Proton Cars Australia,,,,,,,Australia,,,,,,02 8707 2707,,,,Cars,,
Proud Media Pty Ltd,Agency,,PO Box 2289, Graceville Q 4075,,,,Australia,,,,,,07 3367 0691,,,,Ad Agency,,
Prouds,,,,,,,,,,,,,,,,,,,
Provincial Homes,,,,,,,,,,,,,9629 5200,,,,Builders,,
Prowler Proof,,,,,,,Australia,,,,,,07 3363 0666,,,,Security,,
pSquared Communications,,,,,,,Australia,,,,,,,,,,,,
PT Academy,,,,,,,,,,,,,03 9516 8800,,,,Gyms,,
PT National,,,,,,,Australia,,,,,,,,,,Education,,
PT2U,,,,,,,Australia,,,,,,(043) 824-8191,,,,Gyms,,
Ptarmigin Media,,,,,,,,,,,,,+852 3679 3620,,,,,,
Public Transport Authority,,,,,,,,,,,,,08 9326 2000,,,,Government,,
Public Transport Vic - Ventura Charter,,,,,,,,,,,,,03 9771 4300,,,,Transport,,
Public Transport Victoria,,,,,,,,,,,,,03 9027 5330,,,,,,
Publicis Mojo,Agency,,,,,,,,,,,,,,,,Ad Agency,,
Puffing Billy Steam Railway,,,,,,,Australia,,,,,,03 9757 0700,,,,Local Attractions,,
Pullman & Mercure - Brisbane,,,,Brisbane,QLD,4000,Australia,,,,,,(07) 3229 9111,,,,Hotels,,
Pullman Hotel (accor),,,,,,,,,,,,,02 9256 4000,,,,Hotels,,
Pulse Australasia,,,,,,,Australia,,,,,,,,,,,,
Pulse Credit Union,,,,,,,Australia,,,,,,,,,,,,
Pulteney Grammar School,,,,,,,Australia,,,,,,882165555,,,,,,
Puma,,,,,,,,,,,,,03 95556655,,,,Sportswear,,
Puma Energy,,,,,,,Australia,,,,,,1300 887 003,,,,Fuel,,
Puratap,,,14 - 16, Stepney Street Stepney, South Australia 5069 Australia,,,,Australia,,,,,,13 35 02,,,,Household Products,,
Pure Envy Limousines,,,,,,,Australia,,,,,,,,,,,,
Pure Gelato,,,,,,,Australia,,,,,,,,,,,,
Pure Harvest,,,,,,,Australia,,,,,,+61 3 5625 6100,,,,Food & Drink,,
Pure Health Clubs,,,,,,,Australia,,,,,,,,,,Gyms,,
Pure heat sales,,,,,,,,,,,,,,,,,,,
Pure heat Sales - Suk-a-Bug,,,,,,,,,,,,,,,,,,,
Pure Pole,,,,,,,Australia,,,,,,(07) 3252 7780,,,,Gyms,,
Pure Tennis Academy,,,,,,,,,,,,,07 3735 1177,,,,Sports Clubs,,
Puremac,Supplier,,154 Smith Street,Summer Hill,NSW,2130,Australia,,,,,,02 8004 0126,,,,,,
Purple Frog,,,,,,,Australia,,,,,,,,,,,,
PurpleBricks,,,,,,,Australia,,,,,,1300 309 768,,,,Real Estate,,
Pursuit Performance,,,,,,,,,,,,,,,,,,,
Pursuit Performance (Polar Sports Watches),,,,,,,,,,,,,,,,,,,
PVH Brands Australia,,,3-7 McPherson Street, Banksmeadow, NSW, 2019,,,,Australia,,,,,,(02) 9316 2800,,,,,,
PWC,,,,,,,Australia,,,,,,,,,,Financial,,
PWR Performance,,,,,,,,,,,,,07 5547 1600,,,,,,
PZ Cussons,,,,,,,,,,,,,03 8545 2700,,,,Household Products,,
Q BANK (formerly QLD Police Credit Union),,,,,,,Australia,,,,,,07 3008 4444,,,,Banks,,
Q Energy,Client,,,,QLD,,Australia,,,,,,1300 448 535,,,,Utilities,,
Q Super,,,,,,,,,,,,,07 3029 9355,,,,,,
Q-Pharm,,,,,,,Australia,,,,,,07 3845 3636,,,,Pharmaceuticals,,
QA Hotel,,,,,,,Australia,,,,,,733582799,,,,Bars & Restaurants,,
Qantas,,,,,,,,,,,,,02 9691 0000,,,,Airlines,,
Qatar Airways,,,,,,,,,,,,,03 8676 6400,,,,Airlines,,
QBE,,,,,,,,,,,,,02 8275 9999,,,,Insurance,,
QCAN,,,,,,,Australia,,,,,,,,,,Charities,,
QCEC (Queensland Catholic Education),,,,,,,,,,,,,07 3316 5800,,,,Education,,
QIBT - Queensland Institute of Business and Technology (Now Griffith Uni),Client,,,Brisbane & Gold Coast,,,Australia,,,,,,07 3735 6900,,,,Education,,
QIMR,Protected,,,,,,Australia,,,,,,733620222,,,,Charities,,
QLD Agricultural Training Colleges (Formally Australian Agricultural College Corporation),,,,,,,Australia,,,,,,07 4982 8777,,,,Education,,
Qld Art Gallery & Gallery of Modern Art,,,,,,,,,,,,,,,,,,,
Qld Basketball,,,,,,,,,,,,,733710200,,,,Sports Clubs,,
Qld Country Life,,,,,,,,,,,,,07 3826 8256,,,,Newspapers,,
QLD Farmers Union,,,,,,,,,,,,,,,,,,,
Qld Girl Guides,,,,,QLD,,,,,,,,,,,,,,
QLD Government,,,,,QLD,,,,,,,,,,,,,,
Qld Guide Dogs,,,,,,,,,,,,,,,,,,,
QLD hotels association,,,,,,,,,,,,,07 3221 6999,,,,,,
Qld Labor Party,,,,,,,,,,,,,,,,,Associations,,
Qld Marine (Boat Show),,,,,,,,,,,,,0408 411 841,,,,Unknown,,
QLD Professional Credit Union,,,,,,,Australia,,,,,,07) 3221 6444,,,,Banks,,
QLD Raceways,,,,,,,Australia,,,,,,,,,,,,
Queensland Rail (Duplicate),,Queensland Rail,,,,,,,,,,,07 3072 2222,,,,,,
QLD Rugby League,Client,,,,QLD,,Australia,,,,,,07 3367 6000,,,www.qrl.com.au,NRL - National Rugby League,,
QLD Stadiums,,,,,,,,,,,,,07 3008 6100,,,,Local Attractions,,
Qld Tennis,,,,,,,,,,,,,07 3120 7900,,,,Sports Clubs,,
QLD TMR,,,,,,,Australia,,,,,,,,,,,,
QM Properties,,,,,,,Australia,,,,,,07 3874 0000,,,,Builders,,
QMS APC,,,,,,,,,,,,,(03) 9595-1100.,,,,,,
QPAC,,,,,,,,,,,,,07 3840 7444,,,,,,
QRAA,,,,,,,Australia,,,,,,07 3032 0123,,,,Associations,,
Qreno,,,,,,,Australia,,,,,,,,,,Builders,,
QRS Group (Queensland Retirement Services),,,,,,,Australia,,,,,,,,,,Builders,,
QT Hotels and Resorts,,,,,,,Australia,,,,,,07 5584 1200,,,,Hotels,,
QT Mutual Bank,,,,,,,,,,,,,07 3842 6222,,,,Banks,,
QTAX - Queensland Income Tax Specialists,,,,,,,Australia,,,,,,,,,,,,
Qualia Resort,,,,,,,Australia,,,,,,07 4948 9222,,,,Local Attractions,,
Qualify Me!,,,,,,,Australia,,,,,,1800 765 295,,,,,,
Quality Pharmacy Group,,,,,,,Australia,,,,,,(03) 9370 8922,,,,Chemists,,
Quality Tradies Association,,,,,,,Australia,,,,,,,,,,,,
Quantum Energy,,,,,,,,,,,,,02 96997444,,,,Utilities,,
Quantum Group,,,,,,,Australia,,,,,,,,,,Builders,,
Quantum Leisure,,,,,,,,,,,,,,,,,,,
Quattro,Agency,,,,,,Australia,,,,,,03 9421 3322,,,,,,
Quay Bar,Supplier,,31 Alfred St,Sydney,NSW,2000,Australia,,,,,,02 9247 4898,,,,,,
Quay West Suits Melbourne,,,,Melbourne,VIC,3000,Australia,,,,,,(03) 9693 6000,,,,Hotels,,
Qudos Bank Arena (formerly All Phones Arena),,,,,,,,,,,,,,,,,Touring Promoters,,
Queen of Baked Potatoes,Supplier,,,,,,,,,,,,0410 959675,,,,,,
Queen Victoria Markets,,,,Melbourne,VIC,4000,Australia,,,,,,03 9320 5822,,,,Local Attractions,,
Queensford College,,,,,,,Australia,,,,,,,,,,Education,,
Queensland Gov Dept Education,,,,,,,,,,,,,07 3377 9366,,,,Education,,
Queensland Academy of Sport,,,,,,,Australia,,,,,,07 3872 0200,,,,Government,,
Queensland Academy of Technology,,,,,,,Australia,,,,,,,,,,,,
Queensland Air Museum,,,,,,,Australia,,,,,,,,,,Local Attractions,,
Queensland Alumina,,,,,,,,,,,,,07 4976 2211,,,,,,
Queensland Art gallery,,,,,,,,,,,,,07 3034 4016,,,,,,
Queensland Ballet,,,,,,,,,,,,,07 3013 6666,,,,,,
Queensland College of Wine Tourism,,,,,,,Australia,,,,,,07 4685 5050,,,,Education,,
Queensland Compensation Lawyers,,,,,,,,,,,,,07 3505 0189,,,,Lawyers,,
Queensland Council of Unions,Client,,,,,,Australia,,,,,,07 3010 2555,,,,Union,,
Queensland Country Credit Union,Client,,,,,,,,,,,,07 4412 3526,,,,Banks,,
Queensland Country Women's Association,,,,,,,Australia,,,,,,07 3026 1219,,,,Associations,,
Queensland Cricketers Club,,,,,,,Australia,,,,,,07 3896 4533,,,,Local Attractions,,
Queensland Dairy Farmers Organisation,,,,,,,Australia,,,,,,,,,,Associations,,
Queensland Dental Group For Kids,,,,,,,Australia,,,,,,,,,,Dental,,
Queensland Family Law Practice,,,,,,,Australia,,,,,,07 3172 3777,,,,Lawyers,,
Queensland Farmers Federation,,,,,,,Australia,,,,,,07 3837 4747,,,,Associations,,
Queensland Fertility Group,,,,,,,Australia,,,,,,07 3015 3000,,,,,,
Queensland Government,,,,,,,,,,,,,07 3035 3532,,,,Government,,
Queensland Government Department of Agriculture, Fisheries and Forestries,,,,,,,Australia,,,,,,,,,,Government,,
Queensland Government Department of Education, Training and Employment,,,,,,,,,,,,,07 3235 4200,,,,Government,,
Queensland Government Dept Environment & Heritage,,,,,,,,,,,,,,,,,Government,,
Queensland Government Energy & Water Supply,,,,,,,,,,,,,,,,,Government,,
Queensland Government Fire and Emergency Services,,,,,,,Australia,,,,,,07 3405 0985,,,,,,
